ABDCQF01,ABDCQF02,ABDCQF03,ABDCQF04,BS,CALI,DRHO,DT,GR,NPHI,PEF,RACEHM,RACELM,RD,RHOB,RM,ROP,RPCEHM,RPCELM,RT,BVW,COAL_FLAG,KLOGH,PHIF,SAND_FLAG,SW,VCARB,VSH
2.2252,2.2016,2.2211,2.2224,8.5,8.6016,0.0359,111.279,194.3696,0.4242,6.0677,3.3677,3.3642,3.0878,2.2137,3.0273,19.7966,3.0273,3.0878,3.0273,,0.0,,,,,,0.7632
2.2183,2.2076,2.2317,2.2258,8.5,8.625,0.0349,111.5947,203.7622,0.4195,6.1481,3.4192,3.4225,3.0775,2.2199,2.9729,19.7904,2.9729,3.0775,2.9729,,0.0,,,,,,0.8032
2.2159,2.219,2.2387,2.2303,8.5,8.5781,0.0356,111.8153,215.5564,0.4145,6.2292,3.4385,3.4662,3.1342,2.227,3.0298,19.7756,3.0299,3.1342,3.0299,,0.0,,,,,,0.8534
2.217,2.2287,2.239,2.2336,8.5,8.5781,0.036,112.0685,223.8524,0.4112,6.264,3.3893,3.4563,3.2483,2.2309,3.226,19.7608,3.226,3.2483,3.226,,0.0,,,,,,0.8887
2.219,2.2342,2.2338,2.2351,8.5,8.5781,0.0357,111.9736,224.8918,0.4144,6.2411,3.3105,3.4677,3.3467,2.231,3.4704,19.746,3.4704,3.3467,3.4704,,0.0,,,,,,0.8932
2.2242,2.2368,2.2273,2.2334,8.5,8.5781,0.0354,111.3921,218.7751,0.4196,6.1641,3.3827,3.4735,3.2311,2.2287,3.1461,19.7672,3.1461,3.2311,3.1461,,0.0,,,,,,0.8672
2.2338,2.2388,2.2233,2.229,8.5,8.5781,0.0359,110.7491,208.7537,0.4195,6.064,3.5756,3.5789,3.0039,2.2271,2.703,19.7883,2.703,3.0039,2.703,,0.0,,,,,,0.8245
2.2432,2.2393,2.2232,2.2256,8.5,8.6016,0.0367,110.3848,200.3573,0.4189,5.9897,3.5719,3.6061,3.0388,2.2275,2.7694,19.8095,2.7694,3.0388,2.7694,,0.0,,,,,,0.7888
2.246,2.238,2.2284,2.2268,8.5,8.6016,0.0365,110.5063,196.793,0.4098,5.9725,3.5329,3.5969,3.1503,2.2307,2.9244,19.8052,2.9245,3.1503,2.9245,,0.0,,,,,,0.7736
2.2408,2.237,2.2422,2.234,8.5,8.5781,0.0352,110.6733,199.8205,0.4024,6.0298,3.5447,3.6777,3.2021,2.2374,3.0068,19.8009,3.0068,3.2021,3.0068,,0.0,,,,,,0.7864
2.2354,2.2403,2.2639,2.2443,8.5,8.5781,0.0335,110.91,208.8457,0.3941,6.1515,3.6229,3.6964,3.2055,2.2481,2.947,19.7966,2.947,3.2055,2.947,,0.0,,,,,,0.8248
2.2368,2.2481,2.2866,2.2557,8.5,8.5781,0.0318,111.2755,216.6187,0.391,6.2805,3.6893,3.7728,3.2433,2.2603,2.9725,19.8091,2.9725,3.2433,2.9725,,0.0,,,,,,0.8579
2.2455,2.2568,2.3012,2.2688,8.5,8.5781,0.0305,111.567,219.1383,0.3942,6.3692,3.6936,3.7863,3.2933,2.2709,3.0516,19.8216,3.0516,3.2933,3.0516,,0.0,,,,,,0.8686
2.2566,2.2639,2.3022,2.2838,8.5,8.5781,0.0299,111.8577,228.5055,0.4041,6.4144,3.7281,3.8283,3.3447,2.2777,3.1286,19.834,3.1287,3.3447,3.1287,,0.0,,,,,,0.9084
2.2639,2.2692,2.2905,2.299,8.5,8.5781,0.0303,112.1957,246.566,0.4186,6.454,3.784,3.9238,3.4132,2.2799,3.2131,19.8279,3.2131,3.4132,3.2131,,0.0,,,,,,0.9853
2.2638,2.2727,2.2731,2.3078,8.5,8.6016,0.0315,112.5067,259.3681,0.4308,6.5173,3.8023,3.9278,3.5375,2.2777,3.3587,19.8217,3.3587,3.5375,3.3587,,0.0,,,,,,1.0398
2.2597,2.2738,2.2596,2.3054,8.5,8.5781,0.0332,112.7966,263.3657,0.4417,6.5918,3.8471,4.0057,3.6419,2.2724,3.5268,19.8156,3.5268,3.6419,3.5268,,0.0,,,,,,1.0569
2.2594,2.2719,2.2527,2.2916,8.5,8.5781,0.0347,113.0453,260.5278,0.4419,6.631,3.8813,3.9966,3.6993,2.2662,3.6146,19.8113,3.6146,3.6993,3.6146,,0.0,,,,,,1.0448
2.2657,2.2677,2.2491,2.2724,8.5,8.5781,0.0357,113.2627,256.6818,0.4369,6.619,3.9709,4.0571,3.6566,2.2598,3.4911,19.807,3.4911,3.6566,3.4911,,0.0,,,,,,1.0285
2.2743,2.2618,2.2442,2.2563,8.5,8.5781,0.0356,113.5081,250.1257,0.4324,6.5873,4.0769,4.1241,3.5803,2.2535,3.3103,19.8027,3.3103,3.5803,3.3103,,0.0,,,,,,1.0006
2.2784,2.256,2.2359,2.245,8.5,8.5781,0.0344,113.9425,242.7585,0.4309,6.5773,4.0704,4.1111,3.6139,2.2466,3.424,19.7966,3.424,3.6139,3.424,,0.0,,,,,,0.9692
2.2773,2.2524,2.2261,2.2361,8.5,8.5781,0.034,114.3653,239.9002,0.435,6.6031,4.1249,4.1632,3.8136,2.2396,3.6858,19.7904,3.6858,3.8136,3.6858,,0.0,,,,,,0.957
2.2732,2.25,2.2168,2.2292,8.5,8.5781,0.0358,114.7781,243.5033,0.4438,6.629,4.2096,4.1883,3.9564,2.2331,3.8889,19.7843,3.8889,3.9564,3.8889,,0.0,,,,,,0.9723
2.2672,2.2443,2.2087,2.2266,8.5,8.5781,0.0391,115.1656,245.3175,0.4523,6.6239,4.2738,4.2647,4.0135,2.2271,3.9765,19.7603,3.9765,4.0135,3.9765,,0.0,,,,,,0.9801
2.2563,2.2304,2.2033,2.2303,8.5,8.5781,0.041,115.2759,244.1039,0.4517,6.5837,4.1938,4.2581,4.1149,2.2211,4.1956,19.7364,4.1956,4.1149,4.1956,,0.0,,,,,,0.9749
2.2375,2.2119,2.2044,2.235,8.5,8.5781,0.039,115.2229,239.9102,0.4395,6.5171,4.1504,4.2408,4.1719,2.2156,4.3109,19.7125,4.3109,4.1719,4.3109,,0.0,,,,,,0.9571
2.2159,2.2004,2.2124,2.2367,8.5,8.6016,0.0339,115.3536,232.8179,0.4228,6.4516,4.2739,4.2963,4.0298,2.2133,3.9432,19.7428,3.9432,4.0298,3.9432,,0.0,,,,,,0.9269
2.2025,2.2049,2.2214,2.2358,8.5,8.5781,0.0287,115.4679,226.2508,0.4165,6.4126,4.4074,4.3604,3.8945,2.2156,3.6562,19.7731,3.6562,3.8945,3.6562,,0.0,,,,,,0.8989
2.2052,2.2245,2.2227,2.2352,8.5,8.5781,0.0248,115.5722,227.0314,0.4141,6.4342,4.3891,4.3857,3.86,2.2209,3.6188,19.8033,3.6188,3.86,3.6188,,0.0,,,,,,0.9022
2.2226,2.2463,2.2139,2.2359,8.5,8.5781,0.0208,115.7628,231.2179,0.4146,6.5356,4.2272,4.3314,3.8947,2.2255,3.7265,19.799,3.7265,3.8947,3.7265,,0.0,,,,,,0.92
2.2438,2.2551,2.2075,2.2345,8.5,8.5781,0.0156,115.8912,235.0356,0.4155,6.7014,4.2208,4.4332,3.9661,2.2279,3.8482,19.7947,3.8482,3.9661,3.8482,,0.0,,,,,,0.9363
2.2582,2.2488,2.2209,2.23,8.5,8.5781,0.0125,115.9602,234.3174,0.4202,6.8656,4.2436,4.4443,4.0702,2.2318,4.0223,19.7904,4.0223,4.0702,4.0223,,0.0,,,,,,0.9333
2.2602,2.2378,2.2572,2.2247,8.5,8.5781,0.014,116.1597,235.7405,0.4291,6.9623,4.1726,4.4206,4.1383,2.2408,4.1809,19.803,4.1809,4.1383,4.1809,,0.0,,,,,,0.9393
2.2505,2.2341,2.3046,2.2217,8.5,8.5781,0.0204,116.2825,234.0151,0.4353,6.948,4.1288,4.4345,4.1667,2.2541,4.2277,19.8156,4.2277,4.1667,4.2277,,0.0,,,,,,0.932
2.2348,2.2402,2.3452,2.2226,8.5,8.5781,0.0287,116.3143,230.7478,0.4325,6.8296,4.2536,4.4465,4.0137,2.267,3.8441,19.8282,3.8441,4.0137,3.8441,,0.0,,,,,,0.9181
2.2218,2.2475,2.3693,2.2258,8.5,8.5781,0.0354,116.3372,228.76,0.4245,6.675,4.3418,4.5539,3.8287,2.2741,3.5619,19.8219,3.5619,3.8287,3.5619,,0.0,,,,,,0.9096
2.2166,2.2476,2.3729,2.2312,8.5,8.5781,0.0396,116.2861,229.8783,0.4217,6.5759,4.3499,4.5062,3.7403,2.2743,3.3901,19.8157,3.3901,3.7403,3.3901,,0.0,,,,,,0.9143
2.2195,2.2417,2.3528,2.2388,8.5,8.5781,0.0412,116.1315,233.7856,0.4276,6.5784,4.4302,4.5747,3.6801,2.2687,3.2627,19.8095,3.2627,3.6801,3.2627,,0.0,,,,,,0.931
2.2264,2.2361,2.3143,2.2477,8.5,8.5781,0.0411,116.2813,239.7888,0.4392,6.6602,4.5112,4.6196,3.7094,2.2593,3.2786,19.8033,3.2786,3.7094,3.2786,,0.0,,,,,,0.9565
2.2342,2.2336,2.2705,2.255,8.5,8.5781,0.0402,116.4711,251.348,0.4509,6.7535,4.515,4.6492,3.7761,2.2479,3.3967,19.7972,3.3967,3.7761,3.3967,,0.0,,,,,,1.0057
2.2435,2.2325,2.2325,2.2563,8.5,8.5781,0.0397,116.6648,261.0709,0.4616,6.809,4.3581,4.637,3.8008,2.236,3.5127,19.7911,3.5127,3.8008,3.5127,,0.0,,,,,,1.047
2.2539,2.2299,2.204,2.2479,8.5,8.5781,0.0407,116.7267,273.7645,0.4731,6.799,4.2501,4.5319,3.8406,2.2245,3.6172,19.7868,3.6172,3.8406,3.6172,,0.0,,,,,,1.1011
2.2587,2.2246,2.1849,2.2293,8.5,8.6016,0.0416,116.7412,282.4017,0.4876,6.7415,4.2367,4.5727,3.9213,2.2124,3.7812,19.7825,3.7812,3.9214,3.7812,,0.0,,,,,,1.1378
2.2493,2.2163,2.1739,2.2065,8.5,8.5781,0.0406,116.7065,289.4013,0.5003,6.6638,4.2003,4.5558,4.1171,2.1997,4.1021,19.7782,4.1021,4.1171,4.1021,,0.0,,,,,,1.1676
2.2271,2.2041,2.1711,2.188,8.5,8.5781,0.0366,116.5042,291.9177,0.5034,6.5969,4.158,4.5557,4.184,2.188,4.3016,19.7907,4.3016,4.184,4.3016,,0.0,,,,,,1.1784
2.2023,2.1893,2.1773,2.1768,8.5,8.5781,0.0309,116.1863,287.347,0.4928,6.5537,4.2252,4.5877,3.9948,2.181,3.9125,19.8031,3.9125,3.9948,3.9125,,0.0,,,,,,1.159
2.1851,2.1788,2.1931,2.176,8.5,8.5781,0.0258,115.6747,280.5157,0.4718,6.5224,4.3042,4.6338,3.761,2.1828,3.4295,19.8156,3.4295,3.761,3.4295,,0.0,,,,,,1.1299
2.1805,2.1806,2.2131,2.186,8.5,8.5781,0.0232,115.2529,273.2863,0.4531,6.498,4.2738,4.7128,3.6608,2.1932,3.3131,19.8095,3.3131,3.6608,3.3131,,0.0,,,,,,1.0991
2.1878,2.1969,2.2288,2.2059,8.5,8.5781,0.0241,114.8773,266.9915,0.4438,6.4874,4.2304,4.6545,3.7052,2.2089,3.3684,19.8033,3.3684,3.7052,3.3684,,0.0,,,,,,1.0723
2.2037,2.2173,2.2352,2.2299,8.5,8.5781,0.0278,114.5567,270.2199,0.4427,6.4929,4.2359,4.7005,3.7632,2.2246,3.4376,19.7972,3.4376,3.7632,3.4376,,0.0,,,,,,1.086
2.2228,2.2329,2.236,2.2501,8.5,8.5781,0.0328,114.6263,277.7657,0.442,6.5028,4.2561,4.7133,3.8303,2.236,3.5278,19.7911,3.5278,3.8303,3.5278,,0.0,,,,,,1.1181
2.2387,2.2402,2.2358,2.2585,8.5,8.5781,0.0368,114.863,278.1306,0.4325,6.5044,4.2669,4.6949,3.8856,2.2413,3.615,19.7849,3.615,3.8856,3.615,,0.0,,,,,,1.1197
2.2464,2.2408,2.2361,2.2534,8.5,8.5781,0.0379,115.0913,282.909,0.4204,6.5054,4.2666,4.7651,3.9549,2.2405,3.737,19.7788,3.737,3.955,3.737,,0.0,,,,,,1.1401
2.2468,2.2377,2.2338,2.2421,8.5,8.5781,0.0355,115.421,276.6954,0.4146,6.5178,4.2609,4.7364,4.0389,2.2355,3.8716,19.7913,3.8716,4.0389,3.8716,,0.0,,,,,,1.1137
2.2432,2.231,2.2266,2.2345,8.5,8.5781,0.0308,115.8048,259.837,0.4174,6.5402,4.3577,4.8244,3.9674,2.2289,3.7072,19.8037,3.7072,3.9674,3.7072,,0.0,,,,,,1.042
2.2378,2.2229,2.2183,2.2341,8.5,8.5781,0.0272,116.1858,246.3561,0.4224,6.5376,4.3852,4.8158,3.9469,2.2239,3.6464,19.8162,3.6464,3.9469,3.6464,,0.0,,,,,,0.9846
2.2336,2.2161,2.2147,2.2359,8.5,8.5781,0.0273,116.57,230.9507,0.4235,6.4732,4.3953,4.8484,3.9594,2.2216,3.6409,19.8008,3.6409,3.9594,3.6409,,0.0,,,,,,0.919
2.2327,2.2118,2.2169,2.2331,8.5,8.5781,0.0309,116.9567,219.5622,0.4262,6.3536,4.4178,4.8865,3.9501,2.2208,3.6234,19.7854,3.6234,3.9501,3.6234,,0.0,,,,,,0.8705
2.2302,2.2073,2.2183,2.2208,8.5,8.5781,0.0328,117.3485,216.679,0.4421,6.2651,4.5023,4.877,3.9626,2.2164,3.5975,19.7698,3.5975,3.9626,3.5975,,0.0,,,,,,0.8582
2.2276,2.2029,2.2198,2.2085,8.5,8.5781,0.0347,117.6811,213.8011,0.458,6.1768,4.6049,4.9526,3.9817,2.212,3.5888,19.6805,3.5888,3.9817,3.5888,,0.0,,,,,,0.846
2.2146,2.1957,2.2179,2.1983,8.5,8.6016,0.0312,117.9703,213.8178,0.4735,6.2292,4.703,4.9796,4.1068,2.2046,3.768,19.5913,3.7681,4.1068,3.7681,,0.0,,,,,,0.846
2.1999,2.1895,2.2186,2.2022,8.5,8.5781,0.0292,118.3964,221.883,0.4809,6.3521,4.8029,5.0929,4.2418,2.2019,3.9645,19.502,3.9646,4.2418,3.9646,,0.0,,,,,,0.8803
2.1905,2.1864,2.221,2.2203,8.5,8.5781,0.0319,118.8696,229.598,0.4791,6.4843,4.8459,5.1197,4.3743,2.2046,4.1567,19.4155,4.1567,4.3743,4.1567,,0.0,,,,,,0.9131
2.1889,2.1859,2.2181,2.2408,8.5,8.5781,0.0369,119.3884,241.8125,0.4799,6.5911,4.8799,5.1248,4.5285,2.2071,4.3241,19.329,4.3241,4.5285,4.3241,,0.0,,,,,,0.9651
2.1899,2.1848,2.2057,2.2467,8.5,8.5781,0.0391,119.7602,253.5485,0.4821,6.6778,4.9548,5.2174,4.6146,2.2026,4.4206,19.2426,4.4206,4.6146,4.4206,,0.0,,,,,,1.015
2.1881,2.1799,2.187,2.2326,8.5,8.5781,0.0363,120.0195,260.8087,0.4798,6.7639,5.0007,5.2101,4.714,2.1907,4.5444,19.2117,4.5444,4.714,4.5444,,0.0,,,,,,1.0459
2.1828,2.1745,2.1699,2.2105,8.5,8.5781,0.0316,120.1488,270.3554,0.4731,6.8263,5.0356,5.2555,4.8147,2.1775,4.7153,19.1808,4.7153,4.8148,4.7153,,0.0,,,,,,1.0866
2.1766,2.1742,2.1591,2.1923,8.5,8.5781,0.0299,120.2528,274.6022,0.4666,6.8175,5.0265,5.2483,4.9534,2.169,5.0,19.1499,5.0,4.9534,5.0,,0.0,,,,,,1.1047
2.1702,2.179,2.1529,2.1815,8.5,8.625,0.0315,120.442,278.3444,0.4614,6.7389,5.12,5.2741,5.0863,2.1643,5.1214,19.0861,5.1214,5.0863,5.1214,,0.0,,,,,,1.1206
2.1627,2.1799,2.1473,2.1724,8.5,8.5781,0.0321,120.7561,277.3484,0.4626,6.6573,5.269,5.399,5.0959,2.1584,5.0399,19.0223,5.0399,5.0959,5.0399,,0.0,,,,,,1.1164
2.1524,2.1708,2.1436,2.1607,8.5,8.5781,0.0285,121.0126,273.7856,0.4634,6.6328,5.3585,5.3951,5.0814,2.1506,4.9714,18.9586,4.9714,5.0814,4.9714,,0.0,,,,,,1.1013
2.1398,2.163,2.1461,2.1515,8.5,8.5781,0.0227,121.1989,266.7004,0.467,6.6579,5.5004,5.5419,4.9522,2.1468,4.7396,18.9782,4.7396,4.9521,4.7396,,0.0,,,,,,1.0711
2.1283,2.1709,2.1577,2.1506,8.5,8.5781,0.019,121.2746,261.6916,0.4717,6.6859,5.6803,5.4765,4.8125,2.1526,4.4227,18.9977,4.4227,4.8125,4.4227,,0.0,,,,,,1.0498
2.1246,2.1941,2.1745,2.1583,8.5,8.5781,0.0189,121.165,258.6327,0.4748,6.7092,5.8017,5.5093,4.6699,2.1661,4.1508,19.0173,4.1508,4.6699,4.1508,,0.0,,,,,,1.0368
2.1335,2.2176,2.1895,2.1693,8.5,8.5781,0.0206,120.9408,256.5382,0.4741,6.7528,5.7777,5.4822,4.7814,2.1801,4.39,19.0051,4.39,4.7814,4.39,,0.0,,,,,,1.0278
2.1541,2.2246,2.1961,2.178,8.5,8.6016,0.0215,120.5442,257.6713,0.4684,6.8233,5.8403,5.3825,5.0127,2.1884,4.6802,18.993,4.6802,5.0127,4.6802,,0.0,,,,,,1.0326
2.1796,2.2145,2.1913,2.1867,8.5,8.6016,0.0225,119.8569,260.4125,0.4636,6.8841,5.8276,5.5134,5.015,2.1906,4.7395,18.9808,4.7395,5.015,4.7395,,0.0,,,,,,1.0443
2.1988,2.196,2.1764,2.1995,8.5,8.625,0.0255,119.0722,260.4326,0.46,6.8872,5.6784,5.3195,4.9898,2.1882,4.7452,18.9749,4.7452,4.9898,4.7452,,0.0,,,,,,1.0444
2.2058,2.1779,2.1537,2.2122,8.5,8.5781,0.0304,118.2322,259.0829,0.4617,6.8401,5.5182,5.2852,5.2076,2.1812,5.194,18.969,5.1941,5.2076,5.1941,,0.0,,,,,,1.0387
2.2032,2.165,2.1253,2.2119,8.5,8.5781,0.0359,117.4936,254.0042,0.4708,6.7767,5.3126,5.1217,5.3761,2.1673,5.6624,18.9631,5.6624,5.3761,5.6624,,0.0,,,,,,1.0171
2.1961,2.1576,2.096,2.1877,8.5,8.5781,0.0431,116.8069,245.5343,0.4938,6.7014,5.2331,5.1275,5.2699,2.1461,5.6497,18.9587,5.6497,5.2699,5.6497,,0.0,,,,,,0.9811
2.1856,2.1512,2.0695,2.1395,8.5,8.5781,0.0543,116.1791,236.3327,0.5253,6.5783,5.0962,5.0224,5.3037,2.1184,5.8495,18.9544,5.8496,5.3037,5.8496,,0.0,,,,,,0.9419
2.1683,2.1294,2.0429,2.0786,8.5,8.5781,0.065,115.6213,225.4244,0.5528,6.3858,4.7758,4.8232,5.6369,2.0821,6.8851,18.9501,6.8852,5.6369,6.8852,,0.0,,,,,,0.8955
2.1391,2.0794,2.0151,2.0173,8.5,8.5781,0.0629,115.0861,211.8136,0.5594,6.1735,4.4325,4.7316,6.3035,2.0376,8.8395,18.9458,8.8394,6.3035,8.8394,,0.0,,,,,,0.8376
2.0907,2.0078,2.0013,1.9725,8.5,8.5781,0.0417,114.5098,205.6462,0.5383,6.0359,4.533,4.6498,5.7314,1.9965,7.4962,18.9415,7.4961,5.7313,7.4961,,0.0,,,,,,0.8113
2.0258,1.9488,2.0242,1.9655,8.5,8.5781,0.0104,113.9812,204.1238,0.5038,6.0413,4.7595,4.7697,4.551,1.9814,5.0108,18.9372,5.0107,4.5509,5.0107,,0.0,,,,,,0.8048
1.967,1.9434,2.0897,2.0092,8.5,8.5781,-0.0128,113.4813,207.0633,0.4731,6.1746,4.7747,4.6895,3.9606,2.0094,3.7734,18.9375,3.7734,3.9606,3.7734,,0.0,,,,,,0.8173
1.9556,2.0057,2.1712,2.0944,8.5,8.5781,-0.0167,113.0005,210.9578,0.4542,6.3712,4.6194,4.5658,3.671,2.076,3.1611,18.9379,3.1611,3.671,3.1611,,0.0,,,,,,0.8338
2.0128,2.1045,2.232,2.1854,8.5,8.5781,-0.0046,112.7995,218.4316,0.4446,6.5608,4.4756,4.6082,3.5013,2.1559,2.9232,18.9382,2.9232,3.5013,2.9232,,0.0,,,,,,0.8656
2.1175,2.1948,2.2587,2.2523,8.5,8.5781,0.0112,112.8344,227.0112,0.4386,6.7003,4.2505,4.4156,3.4498,2.2209,2.9412,18.9368,2.9412,3.4498,2.9412,,0.0,,,,,,0.9022
2.2212,2.2488,2.2643,2.286,8.5,8.5781,0.0233,113.4585,228.4571,0.4329,6.7667,3.9075,4.2349,3.4848,2.2594,3.1805,18.9354,3.1805,3.4848,3.1805,,0.0,,,,,,0.9083
2.2822,2.268,2.2683,2.2964,8.5,8.5781,0.0303,113.3126,227.3562,0.4234,6.7622,3.7429,4.0109,3.491,2.2761,3.3053,18.9341,3.3053,3.491,3.3053,,0.0,,,,,,0.9037
2.296,2.2703,2.2763,2.298,8.5,8.625,0.0325,112.5461,223.5639,0.4111,6.7156,3.6334,3.9483,3.4092,2.2808,3.297,19.0015,3.297,3.4091,3.297,,0.0,,,,,,0.8876
2.2901,2.2711,2.2835,2.2989,8.5,8.625,0.031,112.086,216.6216,0.4044,6.6642,3.515,3.8049,3.2681,2.2815,3.1801,19.069,3.1801,3.2681,3.1801,,0.0,,,,,,0.858
2.2924,2.2776,2.2883,2.3021,8.5,8.6016,0.0287,111.6943,206.2212,0.4044,6.6101,3.4514,3.7296,3.1182,2.2852,2.9126,19.1365,2.9125,3.1182,2.9125,,0.0,,,,,,0.8138
2.3121,2.293,2.2936,2.3061,8.5,8.5781,0.0297,111.3705,197.8302,0.4129,6.5425,3.3454,3.6484,2.908,2.2955,2.6102,19.2213,2.6102,2.908,2.6102,,0.0,,,,,,0.778
2.3377,2.315,2.3014,2.3089,8.5,8.6016,0.0343,111.2553,191.7326,0.4187,6.4657,3.2204,3.5191,2.7729,2.309,2.4599,19.306,2.4599,2.7729,2.4599,,0.0,,,,,,0.7521
2.3496,2.3333,2.3094,2.3097,8.5,8.5781,0.0395,111.1376,185.3371,0.4213,6.4053,3.1295,3.4636,2.6942,2.3187,2.4091,19.3908,2.4091,2.6942,2.4091,,0.0,,,,,,0.7249
2.3416,2.3377,2.3145,2.3094,8.5,8.5781,0.0424,111.0112,183.2288,0.4212,6.3869,3.0306,3.3616,2.6748,2.3203,2.454,19.4943,2.454,2.6748,2.454,,0.0,,,,,,0.7159
2.3251,2.3282,2.3157,2.3091,8.5,8.5781,0.0431,110.8569,183.9643,0.4199,6.4035,3.0144,3.3352,2.6195,2.3152,2.4221,19.5979,2.4221,2.6195,2.4221,,0.0,,,,,,0.719
2.3129,2.3147,2.3132,2.3078,8.5,8.6016,0.0435,110.8614,180.5412,0.4164,6.4142,2.9265,3.2476,2.6213,2.308,2.4863,19.7013,2.4863,2.6213,2.4863,,0.0,,,,,,0.7045
2.3061,2.304,2.3061,2.3037,8.5,8.625,0.0438,111.1008,176.4605,0.413,6.3797,2.8138,3.1563,2.6609,2.3002,2.6186,19.7478,2.6186,2.6609,2.6186,,0.0,,,,,,0.6871
2.2988,2.2964,2.2965,2.2972,8.5,8.625,0.0427,111.1862,173.7593,0.4086,6.2971,2.758,3.1262,2.6451,2.2924,2.6289,19.7944,2.6289,2.6451,2.6289,,0.0,,,,,,0.6756
2.2895,2.29,2.2897,2.2916,8.5,8.625,0.0402,111.1438,168.092,0.4038,6.2142,2.7458,3.0752,2.5207,2.2864,2.3902,19.841,2.3902,2.5207,2.3902,,0.0,,,,,,0.6515
2.2811,2.285,2.291,2.2903,8.5,8.6016,0.0379,110.9089,168.121,0.402,6.1963,2.8291,3.0722,2.3195,2.2852,2.0575,19.9063,2.0575,2.3195,2.0575,,0.0,,,,,,0.6516
2.2788,2.2837,2.3003,2.2947,8.5,8.5781,0.0377,110.4504,171.4349,0.3991,6.2896,2.821,3.0366,2.2744,2.2903,1.9965,19.9716,1.9965,2.2744,1.9965,,0.0,,,,,,0.6656
2.2846,2.2869,2.3125,2.3025,8.5,8.5781,0.0392,109.9177,175.9262,0.3967,6.473,2.7485,3.0242,2.3655,2.2991,2.1467,20.0368,2.1468,2.3655,2.1468,,0.0,,,,,,0.6847
2.2966,2.2923,2.3213,2.3105,8.5,8.5781,0.0401,109.319,183.6209,0.3961,6.6727,2.7319,3.0455,2.4303,2.307,2.2867,20.0495,2.2867,2.4303,2.2867,,0.0,,,,,,0.7175
2.3092,2.2979,2.3226,2.316,8.5,8.5781,0.0397,108.7608,186.2331,0.3982,6.8092,2.8023,3.0603,2.3946,2.3114,2.2152,20.0621,2.2152,2.3946,2.2152,,0.0,,,,,,0.7286
2.3177,2.303,2.3166,2.3175,8.5,8.5781,0.0392,108.3838,186.945,0.4018,6.8328,2.7238,3.0494,2.4456,2.3122,2.3782,20.0748,2.3782,2.4456,2.3782,,0.0,,,,,,0.7317
2.3218,2.308,2.3089,2.3154,8.5,8.5781,0.0406,108.4853,182.7588,0.4021,6.7353,2.5698,2.9648,2.6202,2.3111,2.7561,20.0716,2.7561,2.6202,2.7561,,0.0,,,,,,0.714
2.3219,2.3118,2.3044,2.3104,8.5,8.5781,0.044,109.455,172.0949,0.3949,6.5677,2.6388,2.9612,2.5452,2.3093,2.5273,20.0683,2.5273,2.5452,2.5273,,0.0,,,,,,0.6685
2.3154,2.3119,2.303,2.304,8.5,8.5781,0.0471,110.6667,170.2286,0.3836,6.3865,2.8611,3.0166,2.2216,2.3054,1.9574,20.065,1.9574,2.2216,1.9574,,0.0,,,,,,0.6606
2.3024,2.3087,2.3002,2.2991,8.5,8.5781,0.0483,111.6368,167.303,0.3764,6.2384,2.8365,3.0096,2.243,2.2994,1.9224,20.0268,1.9224,2.243,1.9224,,0.0,,,,,,0.6481
2.2887,2.3033,2.2939,2.2962,8.5,8.5781,0.047,112.3561,168.7525,0.3773,6.1468,2.6232,2.9708,2.5237,2.2926,2.483,19.9885,2.483,2.5237,2.483,,0.0,,,,,,0.6542
2.2823,2.2972,2.2892,2.2942,8.5,8.5781,0.0438,112.9851,173.0164,0.3835,6.1297,2.6497,2.9813,2.5814,2.2883,2.6003,19.9504,2.6003,2.5814,2.6003,,0.0,,,,,,0.6724
2.2834,2.2931,2.293,2.292,8.5,8.5781,0.0404,113.7253,179.6474,0.3898,6.1965,2.7866,3.0509,2.5084,2.2896,2.3936,19.9778,2.3936,2.5084,2.3936,,0.0,,,,,,0.7006
2.2881,2.293,2.3053,2.2905,8.5,8.5781,0.0378,114.3843,184.8701,0.3924,6.328,2.899,3.105,2.4564,2.2955,2.2731,20.0052,2.2731,2.4564,2.2731,,0.0,,,,,,0.7228
2.2934,2.2967,2.319,2.2918,8.5,8.5781,0.0369,114.9805,189.5604,0.3916,6.4957,2.9066,3.1499,2.5439,2.3026,2.4008,20.0325,2.4008,2.5439,2.4008,,0.0,,,,,,0.7427
2.2997,2.302,2.3254,2.2954,8.5,8.5781,0.0373,115.4466,199.3522,0.3889,6.6642,2.922,3.188,2.6389,2.3074,2.5467,19.9903,2.5467,2.6389,2.5467,,0.0,,,,,,0.7844
2.3063,2.3071,2.3226,2.2983,8.5,8.5781,0.0383,115.713,205.7513,0.387,6.7897,2.9832,3.2172,2.6577,2.3089,2.5521,19.9482,2.5521,2.6577,2.5521,,0.0,,,,,,0.8117
2.3087,2.3117,2.3164,2.2999,8.5,8.5781,0.0392,115.853,211.4464,0.3864,6.8373,2.9915,3.2676,2.7188,2.3087,2.6281,19.9062,2.6281,2.7188,2.6281,,0.0,,,,,,0.8359
2.3051,2.3144,2.3109,2.3026,8.5,8.5781,0.0401,116.1247,218.7912,0.3894,6.7986,3.0316,3.3083,2.7678,2.3079,2.6946,19.9556,2.6946,2.7678,2.6946,,0.0,,,,,,0.8672
