ABDCQF01,ABDCQF02,ABDCQF03,ABDCQF04,BS,CALI,DRHO,DT,GR,NPHI,PEF,RACEHM,RACELM,RD,RHOB,RM,ROP,RPCEHM,RPCELM,RT,BVW,COAL_FLAG,KLOGH,PHIF,SAND_FLAG,SW,VCARB,VSH
2.5194,2.525,2.5295,2.5363,8.5,8.6484,0.0561,71.7814,58.6311,0.1276,6.1344,1.284,1.4586,1.1936,2.5293,0.9781,21.4569,0.9781,1.1936,0.9781,0.0824,0.0,0.031,0.0824,0.0,1.0,0.0237,0.3636
2.5355,2.5478,2.5522,2.5545,8.5,8.6719,0.0602,71.7369,57.2848,0.1237,6.1149,1.2652,1.4412,1.245,2.5489,1.068,21.5243,1.068,1.245,1.068,0.0716,0.0,0.0219,0.0716,0.0,1.0,0.0652,0.3524
2.5445,2.5609,2.5656,2.5635,8.5,8.6719,0.0617,71.8083,58.6933,0.1215,6.0668,1.2892,1.4258,1.3606,2.5592,1.3312,21.8582,1.3312,1.3606,1.3312,0.066,0.0,0.0161,0.066,0.0,1.0,0.0705,0.3641
2.5467,2.5658,2.5684,2.5698,8.5,8.6484,0.0589,71.8653,58.526,0.1218,6.0435,1.3589,1.433,1.4857,2.5624,1.6119,22.1922,1.6119,1.4857,1.6119,0.0643,0.0,0.0151,0.0643,0.0,1.0,0.0771,0.3628
2.5496,2.5701,2.5662,2.5793,8.5,8.6719,0.0541,71.9418,56.2633,0.1147,6.0896,1.4502,1.4478,1.553,2.5652,1.7786,22.5262,1.7787,1.553,1.7787,0.0627,0.0,0.0162,0.0627,0.0,1.0,0.1012,0.3439
2.558,2.5791,2.5679,2.5917,8.5,8.6719,0.0521,72.0651,55.3904,0.1097,6.1765,1.532,1.467,1.6307,2.573,1.8619,22.9055,1.8619,1.6307,1.8619,0.0585,0.0,0.0144,0.0585,0.0,1.0,0.1226,0.3366
2.5718,2.5938,2.5787,2.6037,8.5,8.6719,0.0569,72.3871,52.8513,0.106,6.2189,1.594,1.4934,1.6761,2.5861,1.8776,23.2848,1.8776,1.6761,1.8776,0.0513,0.0,0.0125,0.0513,0.0,1.0,0.1711,0.3155
2.5838,2.6086,2.5929,2.6086,8.5,8.6719,0.0676,72.8259,47.3771,0.1064,6.1628,1.6438,1.5097,1.7268,2.5972,1.9045,23.6639,1.9045,1.7268,1.9045,0.0452,0.0,0.0134,0.0452,0.0,1.0,0.2527,0.2699
2.5823,2.6135,2.5972,2.5995,8.5,8.6719,0.0778,73.4408,41.5285,0.1118,6.0388,1.6234,1.4978,1.7808,2.5963,2.0763,23.9979,2.0763,1.7808,2.0763,0.0457,0.0,0.0192,0.0457,0.0,1.0,0.3223,0.2211
2.5658,2.601,2.5848,2.5756,8.5,8.6719,0.0804,74.041,38.1877,0.1187,5.937,1.5934,1.4875,1.7685,2.5789,2.1294,24.3318,2.1294,1.7685,2.1294,0.0552,0.0,0.034,0.0552,0.0,1.0,0.3262,0.1932
2.5435,2.5764,2.5628,2.5475,8.5,8.6719,0.0755,74.6008,40.2973,0.1228,5.9232,1.5738,1.48,1.6536,2.5549,1.849,24.6654,1.849,1.6536,1.849,0.0684,0.0,0.051,0.0684,0.0,1.0,0.2466,0.2108
2.5287,2.5542,2.5461,2.531,8.5,8.6719,0.0699,75.0388,43.1902,0.1226,5.9766,1.5567,1.4881,1.5311,2.5394,1.4572,24.7934,1.4572,1.5311,1.4572,0.0768,0.0,0.0605,0.0768,0.0,1.0,0.1813,0.2349
2.528,2.5456,2.5445,2.5329,8.5,8.6719,0.0697,75.4335,41.4833,0.1197,6.0262,1.5212,1.4812,1.4732,2.5388,1.3783,24.9214,1.3783,1.4732,1.3783,0.0772,0.0,0.0677,0.0772,0.0,1.0,0.1988,0.2207
2.535,2.5481,2.5525,2.5437,8.5,8.6719,0.0747,75.8105,40.2839,0.1168,6.0129,1.4836,1.4672,1.47,2.5463,1.4025,25.0492,1.4025,1.47,1.4025,0.0731,0.0,0.0615,0.0731,0.0,1.0,0.2282,0.2107
2.5391,2.5498,2.5562,2.5492,8.5,8.6719,0.0787,76.191,38.0439,0.1158,5.937,1.441,1.4432,1.486,2.5492,1.4821,25.0381,1.4821,1.486,1.4821,0.0715,0.0,0.0657,0.0715,0.0,1.0,0.2611,0.1921
2.5361,2.5442,2.5483,2.5451,8.5,8.6719,0.0783,76.5162,36.5165,0.1181,5.8382,1.4177,1.4237,1.4985,2.5421,1.5785,25.027,1.5785,1.4985,1.5785,0.0754,0.0,0.0838,0.0754,0.0,1.0,0.2641,0.1793
2.5264,2.5313,2.5307,2.5357,8.5,8.6719,0.0753,76.7682,37.1099,0.1248,5.7615,1.418,1.4081,1.4699,2.5282,1.5653,25.0159,1.5653,1.4699,1.5653,0.083,0.0,0.1098,0.083,0.0,1.0,0.2264,0.1842
2.5138,2.5139,2.5097,2.5255,8.5,8.6484,0.0732,76.7284,37.5687,0.1386,5.727,1.3873,1.393,1.4343,2.5121,1.5059,25.0267,1.5059,1.4343,1.5059,0.0917,0.0,0.1521,0.0917,0.0,1.0,0.1866,0.1881
2.5014,2.4939,2.4897,2.5162,8.5,8.625,0.073,76.3033,35.8682,0.1466,5.7197,1.2971,1.3605,1.363,2.4964,1.4015,25.0375,1.4015,1.363,1.4015,0.1003,0.0,0.2366,0.1003,1.0,1.0,0.1723,0.1739
2.4903,2.4741,2.4727,2.5073,8.5,8.6719,0.072,75.6072,34.4829,0.153,5.7048,1.2187,1.3433,1.2342,2.4825,1.1368,25.0475,1.1368,1.2342,1.1368,0.1079,0.0,0.3475,0.1079,1.0,1.0,0.1583,0.1623
2.4821,2.46,2.4614,2.4995,8.5,8.6484,0.0685,74.6811,36.6814,0.156,5.6608,1.198,1.3485,1.1583,2.4729,1.0204,24.6841,1.0204,1.1583,1.0204,0.1132,0.0,0.3778,0.1132,1.0,1.0,0.1152,0.1806
2.4809,2.4586,2.4598,2.495,8.5,8.625,0.0636,73.7096,39.0,0.1517,5.6268,1.1746,1.3474,1.1328,2.4716,0.982,24.3206,0.982,1.1328,0.982,0.1139,0.0,0.34,0.1139,1.0,1.0,0.0896,0.2
2.4903,2.4701,2.4702,2.4958,8.5,8.625,0.0603,72.7234,38.4215,0.1471,5.6532,1.1646,1.3547,1.1283,2.4799,0.9651,23.9576,0.9651,1.1283,0.9651,0.1093,0.0,0.2932,0.1093,1.0,1.0,0.1117,0.1951
2.5066,2.4886,2.4904,2.4997,8.5,8.625,0.0611,72.3058,40.7907,0.1449,5.7477,1.2052,1.3656,1.1501,2.4946,0.9554,23.7777,0.9554,1.1501,0.9554,0.1013,0.0,0.1855,0.1013,1.0,1.0,0.117,0.2149
2.5201,2.505,2.5115,2.4999,8.5,8.6484,0.0631,72.1733,45.4331,0.1414,5.8651,1.2497,1.3741,1.1965,2.507,1.033,23.5978,1.0331,1.1965,1.0331,0.0945,0.0,0.1082,0.0945,0.0,1.0,0.0958,0.2536
2.5244,2.5159,2.5256,2.4927,8.5,8.625,0.0626,72.3146,46.7048,0.1429,5.9446,1.2818,1.3817,1.2586,2.512,1.1724,23.4183,1.1724,1.2586,1.1724,0.0918,0.0,0.0901,0.0918,0.0,1.0,0.0932,0.2642
2.5226,2.5224,2.5303,2.4831,8.5,8.6719,0.059,72.7911,46.5864,0.1357,5.9751,1.333,1.3905,1.3499,2.5119,1.3344,23.4551,1.3344,1.3499,1.3344,0.0919,0.0,0.0909,0.0919,0.0,1.0,0.0941,0.2632
2.5237,2.528,2.5294,2.4817,8.5,8.6719,0.0554,73.376,46.323,0.1297,5.968,1.4147,1.4119,1.4196,2.5132,1.4072,23.4919,1.4072,1.4196,1.4072,0.0911,0.0,0.0897,0.0911,0.0,1.0,0.0989,0.261
2.5312,2.5352,2.5298,2.4958,8.5,8.6719,0.0564,74.0814,45.8406,0.1246,5.9317,1.4928,1.4415,1.4531,2.521,1.3806,23.5287,1.3806,1.4531,1.3806,0.0869,0.0,0.0778,0.0869,0.0,1.0,0.1181,0.257
2.5403,2.5429,2.5345,2.5197,8.5,8.6719,0.0611,74.7744,46.0,0.122,5.8864,1.5636,1.4698,1.4884,2.5328,1.3862,23.5952,1.3862,1.4884,1.3862,0.0804,0.0,0.0595,0.0804,0.0,1.0,0.1391,0.2583
2.5453,2.5464,2.5397,2.5433,8.5,8.6719,0.0658,75.3622,48.6992,0.1224,5.8629,1.6245,1.4928,1.5487,2.5419,1.4543,23.6616,1.4543,1.5487,1.4543,0.0755,0.0,0.0417,0.0755,0.0,1.0,0.1297,0.2808
2.5444,2.5437,2.5402,2.5597,8.5,8.6719,0.067,75.8019,49.1739,0.126,5.8928,1.6158,1.4956,1.636,2.545,1.6252,23.7282,1.6252,1.636,1.6252,0.0738,0.0,0.038,0.0738,0.0,1.0,0.1309,0.2848
2.5412,2.538,2.5359,2.5683,8.5,8.6484,0.0647,76.0112,50.4549,0.1343,5.9774,1.6145,1.5003,1.6907,2.5441,1.7559,23.8511,1.7559,1.6907,1.7559,0.0743,0.0,0.036,0.0743,0.0,1.0,0.1169,0.2954
2.5404,2.5361,2.5342,2.5736,8.5,8.6719,0.0616,76.0901,51.2555,0.1473,6.0888,1.6547,1.5212,1.7663,2.5447,1.9235,23.9739,1.9235,1.7663,1.9235,0.0739,0.0,0.0339,0.0739,0.0,1.0,0.1105,0.3021
2.5443,2.5419,2.5413,2.576,8.5,8.6484,0.0606,75.9922,52.7284,0.1653,6.1764,1.6867,1.5357,1.7913,2.55,1.9936,24.0962,1.9936,1.7913,1.9936,0.071,0.0,0.0277,0.071,0.0,1.0,0.1065,0.3144
2.5512,2.5531,2.5536,2.5752,8.5,8.6484,0.0619,75.5956,54.5198,0.175,6.2158,1.6945,1.5436,1.8009,2.5573,2.0005,23.8741,2.0005,1.8009,2.0005,0.067,0.0,0.0213,0.067,0.0,1.0,0.1032,0.3292
2.5565,2.5631,2.5633,2.5711,8.5,8.6719,0.0636,75.1692,61.1717,0.1812,6.2088,1.6883,1.5603,1.792,2.5618,1.9602,23.652,1.9602,1.792,1.9602,0.0646,0.0,0.0132,0.0646,0.0,1.0,0.0551,0.3847
2.5583,2.5679,2.5653,2.5652,8.5,8.6484,0.064,74.7995,68.5152,0.1821,6.1683,1.6681,1.5631,1.76,2.5617,1.9187,23.4295,1.9187,1.76,1.9187,0.0646,0.0,0.0087,0.0646,0.0,1.0,0.0039,0.4458
2.5583,2.5653,2.5624,2.5609,8.5,8.625,0.0627,74.5053,76.8893,0.1739,6.099,1.6411,1.5872,1.6596,2.559,1.6636,22.9986,1.6636,1.6596,1.6636,0.0661,0.0,0.0057,0.0661,0.0,1.0,0.0,0.5156
2.5596,2.5575,2.5612,2.5596,8.5,8.625,0.0607,74.3429,86.6479,0.1634,6.0027,1.6942,1.608,1.608,2.5571,1.4784,22.5676,1.4784,1.608,1.4784,0.0672,0.0,0.0034,0.0672,0.0,1.0,0.0,0.597
2.5634,2.5482,2.5638,2.5609,8.5,8.625,0.0592,74.4832,90.8376,0.1535,5.9003,1.6871,1.6154,1.6186,2.557,1.4673,22.1377,1.4673,1.6186,1.4673,0.0672,0.0,0.0027,0.0672,0.0,1.0,0.0,0.632
2.5681,2.5427,2.5674,2.5639,8.5,8.625,0.0579,74.5516,91.3623,0.1458,5.8308,1.6529,1.6185,1.6729,2.5581,1.6173,22.2868,1.6173,1.6729,1.6173,0.0666,0.0,0.0025,0.0666,0.0,1.0,0.0,0.6364
2.5717,2.5421,2.5693,2.5662,8.5,8.625,0.0563,74.6301,88.8801,0.1408,5.8317,1.652,1.6216,1.7286,2.5593,1.7346,22.4359,1.7346,1.7286,1.7346,0.066,0.0,0.0028,0.066,0.0,1.0,0.0,0.6157
2.5747,2.5458,2.5699,2.5698,8.5,8.625,0.0546,74.8292,83.7567,0.1397,5.9117,1.6783,1.6252,1.755,2.5615,1.7852,22.5852,1.7852,1.755,1.7852,0.0648,0.0,0.0036,0.0648,0.0,1.0,0.0,0.5731
2.578,2.5548,2.572,2.5765,8.5,8.625,0.0546,74.9943,78.466,0.1441,6.0265,1.7125,1.6328,1.7782,2.5667,1.815,22.8582,1.815,1.7782,1.815,0.0619,0.0,0.0044,0.0619,0.0,1.0,0.0,0.529
2.5814,2.5691,2.5753,2.5851,8.5,8.625,0.0573,75.1076,71.3981,0.1542,6.1088,1.7285,1.6351,1.805,2.5739,1.8647,23.1313,1.8647,1.805,1.8647,0.058,0.0,0.0056,0.058,0.0,1.0,0.0024,0.47
2.5816,2.5818,2.5774,2.5896,8.5,8.625,0.061,75.0458,68.3402,0.1668,6.1048,1.7444,1.6398,1.8255,2.5784,1.9165,23.4038,1.9165,1.8255,1.9165,0.0555,0.0,0.0061,0.0555,0.0,1.0,0.0278,0.4445
2.5763,2.5836,2.5751,2.5856,8.5,8.625,0.0637,74.8212,70.2408,0.1749,6.0195,1.7647,1.6409,1.8188,2.5764,1.8817,23.4001,1.8817,1.8188,1.8817,0.0566,0.0,0.0057,0.0566,0.0,1.0,0.0128,0.4602
2.5697,2.5732,2.5684,2.5759,8.5,8.625,0.0644,74.4842,77.4448,0.1737,5.9278,1.7546,1.6415,1.8133,2.5684,1.8735,23.3964,1.8735,1.8133,1.8735,0.061,0.0,0.0045,0.061,0.0,1.0,0.0,0.5202
2.5653,2.5593,2.5596,2.5652,8.5,8.625,0.064,73.9773,86.8894,0.1638,5.8915,1.7259,1.6351,1.7834,2.5592,1.8247,23.3926,1.8247,1.7834,1.8247,0.066,0.0,0.0032,0.066,0.0,1.0,0.0,0.599
2.5638,2.5505,2.5513,2.5553,8.5,8.625,0.0636,73.5763,93.4987,0.1512,5.8872,1.7152,1.6262,1.7584,2.552,1.7699,23.343,1.7699,1.7583,1.7699,0.0699,0.0,0.0025,0.0699,0.0,1.0,0.0,0.6542
2.5622,2.5492,2.5452,2.5454,8.5,8.6484,0.0639,73.2446,92.2349,0.142,5.8636,1.7096,1.6274,1.7303,2.5467,1.7025,23.2934,1.7025,1.7302,1.7025,0.0728,0.0,0.0031,0.0728,0.0,1.0,0.0,0.6438
2.5535,2.5503,2.5411,2.5311,8.5,8.625,0.0645,72.9049,80.387,0.1393,5.8041,1.6896,1.6209,1.7023,2.5396,1.6888,23.2436,1.6888,1.7023,1.6888,0.0767,0.0,0.0071,0.0767,0.0,1.0,0.0,0.545
2.536,2.5483,2.5346,2.5102,8.5,8.625,0.0634,72.5298,70.4031,0.1405,5.7385,1.6345,1.6095,1.6795,2.5273,1.691,23.0977,1.691,1.6795,1.691,0.0834,0.0,0.0165,0.0834,0.0,1.0,0.0,0.4618
2.5146,2.5441,2.5238,2.4867,8.5,8.625,0.0597,72.1243,65.0796,0.1419,5.7148,1.5742,1.5947,1.6628,2.5121,1.6707,22.9518,1.6706,1.6628,1.6706,0.0917,0.0,0.0312,0.0917,0.0,1.0,0.0,0.4173
2.4994,2.5413,2.5116,2.4691,8.5,8.6484,0.0549,71.6714,64.6241,0.1413,5.7364,1.5343,1.5954,1.5978,2.5005,1.531,22.8061,1.5309,1.5978,1.5309,0.0981,0.0,0.0413,0.0981,0.0,1.0,0.0,0.4136
2.4974,2.5385,2.5041,2.4664,8.5,8.625,0.0513,71.2534,61.6919,0.1394,5.8055,1.542,1.6072,1.5062,2.4974,1.3344,22.6916,1.3344,1.5062,1.3344,0.0998,0.0,0.0523,0.0998,0.0,1.0,0.0,0.3892
2.5052,2.5315,2.5059,2.4794,8.5,8.6484,0.0493,70.8695,56.0201,0.1379,5.936,1.542,1.6194,1.444,2.5023,1.2341,22.5772,1.2341,1.444,1.2341,0.0971,0.0,0.0652,0.0971,0.0,1.0,0.0009,0.3419
2.5162,2.5212,2.5155,2.5013,8.5,8.6719,0.0478,70.4627,52.4903,0.137,6.1137,1.5066,1.6135,1.5022,2.5118,1.3769,22.4629,1.3769,1.5022,1.3769,0.0919,0.0,0.0648,0.0919,0.0,1.0,0.0427,0.3125
2.5268,2.5151,2.528,2.5257,8.5,8.625,0.046,70.0443,49.1059,0.1356,6.3005,1.5262,1.6202,1.5652,2.5236,1.4998,22.3859,1.4998,1.5652,1.4998,0.0855,0.0,0.0609,0.0855,0.0,1.0,0.0923,0.2842
2.5381,2.5188,2.5417,2.5505,8.5,8.625,0.0448,69.613,50.0041,0.1325,6.4459,1.5597,1.6332,1.6224,2.5381,1.6052,22.3089,1.6052,1.6224,1.6052,0.0775,0.0,0.0421,0.0775,0.0,1.0,0.1102,0.2917
2.551,2.5337,2.5588,2.5764,8.5,8.625,0.0461,69.1717,50.134,0.1238,6.5098,1.6415,1.6631,1.7252,2.5561,1.8241,22.2319,1.8241,1.7252,1.8241,0.0677,0.0,0.0282,0.0677,0.0,1.0,0.1421,0.2928
2.5613,2.5545,2.5793,2.5954,8.5,8.625,0.0526,68.8624,47.2385,0.1176,6.3976,1.7233,1.6928,1.828,2.5741,2.043,22.155,2.043,1.828,2.043,0.0579,0.0,0.0224,0.0579,0.0,1.0,0.2072,0.2687
2.5715,2.5752,2.5998,2.6145,8.5,8.625,0.059,68.7447,44.3424,0.1115,6.2852,1.7464,1.7036,1.9361,2.5921,2.2634,22.078,2.2634,1.9361,2.2634,0.048,0.0,0.0179,0.048,0.0,1.0,0.278,0.2446
2.5762,2.5918,2.6135,2.6149,8.5,8.625,0.067,69.1129,41.0352,0.1062,6.0826,1.7989,1.7103,2.0295,2.6007,2.4393,22.0002,2.4393,2.0295,2.4393,0.0433,0.0,0.0179,0.0433,0.0,1.0,0.3386,0.217
2.5748,2.5998,2.6149,2.6018,8.5,8.625,0.0716,69.7183,36.2546,0.1055,5.9444,1.8797,1.7364,2.1169,2.5989,2.5714,21.4717,2.5714,2.1169,2.5714,0.0443,0.0,0.0245,0.0443,0.0,1.0,0.3991,0.1771
2.5668,2.5969,2.6039,2.5817,8.5,8.625,0.0713,70.6302,34.4803,0.1108,5.9145,1.9838,1.774,2.1634,2.5882,2.5503,20.9431,2.5503,2.1634,2.5503,0.0502,0.0,0.0343,0.0502,0.0,1.0,0.3982,0.1623
2.5556,2.5848,2.5869,2.5642,8.5,8.6719,0.0671,71.0151,35.5152,0.1167,5.9583,2.0581,1.8005,2.1885,2.5736,2.5088,20.4149,2.5088,2.1885,2.5088,0.0581,0.0,0.0446,0.0581,0.0,1.0,0.3492,0.1709
2.5477,2.5708,2.5729,2.5542,8.5,8.6719,0.0622,71.1118,39.6169,0.1222,6.0086,2.1261,1.8122,2.2499,2.5622,2.5715,20.1455,2.5715,2.2499,2.5715,0.0644,0.0,0.0452,0.0644,0.0,1.0,0.2707,0.2051
2.5468,2.5606,2.5667,2.5515,8.5,8.6719,0.0583,70.8029,45.4225,0.1192,6.0501,2.1683,1.8084,2.3399,2.5575,2.7773,19.876,2.7773,2.3399,2.7773,0.0669,0.0,0.0358,0.0669,0.0,1.0,0.1937,0.2535
2.5537,2.5574,2.5692,2.5568,8.5,8.625,0.0562,70.7443,46.2522,0.1115,6.105,2.1409,1.7905,2.4379,2.5608,3.1491,19.607,3.1491,2.4379,3.1491,0.0651,0.0,0.0318,0.0651,0.0,1.0,0.1912,0.2605
2.567,2.5636,2.5803,2.574,8.5,8.625,0.0579,70.8421,39.0808,0.101,6.1795,2.0751,1.7723,2.5008,2.5727,3.354,19.559,3.354,2.5008,3.354,0.0586,0.0,0.037,0.0586,0.0,1.0,0.3005,0.2007
2.5804,2.5763,2.5953,2.5985,8.5,8.625,0.0649,71.1879,36.0658,0.1005,6.2243,2.0418,1.7612,2.3836,2.5891,3.0798,19.5109,3.0798,2.3836,3.0798,0.0497,0.0,0.0308,0.0497,0.0,1.0,0.3785,0.1755
2.5857,2.5878,2.604,2.6149,8.5,8.6484,0.0741,71.9207,42.4717,0.1083,6.1811,2.0416,1.7577,2.1487,2.5985,2.2893,19.4638,2.2893,2.1487,2.2893,0.0445,0.0,0.0173,0.0445,0.0,1.0,0.3155,0.2288
2.5779,2.5898,2.5986,2.6089,8.5,8.6719,0.079,72.7778,52.2566,0.1237,6.0547,1.9331,1.7366,1.8919,2.5925,1.791,19.9125,1.791,1.8919,1.791,0.0478,0.0,0.0112,0.0478,0.0,1.0,0.1896,0.3103
2.5596,2.5778,2.5798,2.5813,8.5,8.6719,0.0759,73.5991,61.6337,0.1355,5.9134,1.8747,1.711,1.7825,2.5729,1.6915,20.3613,1.6915,1.7825,1.6915,0.0585,0.0,0.0101,0.0585,0.0,1.0,0.0689,0.3885
2.5418,2.5589,2.5589,2.5515,8.5,8.6719,0.0676,74.6469,68.5302,0.14,5.8146,1.7724,1.6617,1.7653,2.5519,1.7314,20.8101,1.7314,1.7653,1.7314,0.07,0.0,0.0107,0.07,0.0,1.0,0.0,0.4461
2.5354,2.5449,2.5479,2.5397,8.5,8.6719,0.0617,75.7006,70.6153,0.1397,5.7613,1.6663,1.6193,1.7397,2.5416,1.8076,21.3152,1.8076,1.7397,1.8076,0.0756,0.0,0.0119,0.0756,0.0,1.0,0.0,0.4634
2.5395,2.541,2.5455,2.545,8.5,8.6719,0.0623,76.298,72.0057,0.1385,5.7089,1.5971,1.5762,1.7063,2.5419,1.8115,21.8203,1.8115,1.7063,1.8115,0.0755,0.0,0.0109,0.0755,0.0,1.0,0.0,0.475
2.5463,2.5417,2.5434,2.5519,8.5,8.6719,0.0669,76.6728,72.8693,0.1386,5.6268,1.5325,1.5528,1.6395,2.5426,1.7066,22.3244,1.7066,1.6395,1.7066,0.0751,0.0,0.0102,0.0751,0.0,1.0,0.0,0.4823
2.5478,2.5377,2.5352,2.5473,8.5,8.6719,0.0709,76.8829,69.8303,0.1403,5.5459,1.4821,1.5223,1.5141,2.5361,1.4712,22.2796,1.4712,1.5141,1.4712,0.0786,0.0,0.014,0.0786,0.0,1.0,0.0,0.457
2.5405,2.5245,2.52,2.5295,8.5,8.6875,0.0714,76.7869,62.1657,0.141,5.5245,1.4479,1.5017,1.4182,2.5216,1.3123,22.2348,1.3123,1.4182,1.3123,0.0866,0.0,0.03,0.0866,0.0,1.0,0.0,0.3931
2.5281,2.507,2.5054,2.5086,8.5,8.7031,0.0696,76.5981,57.3914,0.1452,5.5883,1.4066,1.4862,1.3567,2.5053,1.2236,22.1896,1.2236,1.3567,1.2236,0.0955,0.0,0.0564,0.0955,0.0,1.0,0.0,0.3533
2.5148,2.4919,2.4975,2.4932,8.5,8.6719,0.0673,76.3324,55.9349,0.1457,5.7002,1.3528,1.4602,1.3153,2.4939,1.1821,21.9354,1.1821,1.3153,1.1821,0.1017,0.0,0.0787,0.1017,1.0,1.0,0.0,0.3411
2.5042,2.485,2.4985,2.4877,8.5,8.6719,0.0655,75.8896,55.2671,0.1441,5.799,1.2985,1.426,1.2799,2.4909,1.1792,21.6811,1.1792,1.2799,1.1792,0.1033,0.0,0.0874,0.1033,1.0,1.0,0.0,0.3355
2.4985,2.4877,2.5073,2.4921,8.5,8.6875,0.0644,75.4113,56.2755,0.1415,5.8523,1.246,1.3796,1.2426,2.4961,1.1564,21.4275,1.1564,1.2426,1.1564,0.1005,0.0,0.0736,0.1005,1.0,1.0,0.0,0.344
2.4993,2.4976,2.5189,2.5042,8.5,8.6719,0.064,74.9031,55.6562,0.1398,5.8763,1.2446,1.3526,1.2902,2.5066,1.2829,21.5232,1.2829,1.2902,1.2829,0.0948,0.0,0.0606,0.0948,0.0,1.0,0.0102,0.3388
2.5058,2.5094,2.5286,2.5209,8.5,8.6719,0.0646,74.3611,56.602,0.1403,5.8854,1.275,1.3475,1.3046,2.5177,1.3145,21.6189,1.3145,1.3046,1.3145,0.0887,0.0,0.045,0.0887,0.0,1.0,0.0207,0.3466
2.5146,2.5171,2.5331,2.5363,8.5,8.6719,0.0647,74.1081,59.9539,0.1425,5.8729,1.304,1.3471,1.3286,2.5253,1.338,21.7148,1.338,1.3286,1.338,0.0845,0.0,0.0314,0.0845,0.0,1.0,0.0084,0.3745
2.5223,2.5186,2.5319,2.5456,8.5,8.6719,0.0628,74.1417,64.5432,0.144,5.8384,1.3161,1.3529,1.3526,2.5277,1.3865,21.9057,1.3865,1.3526,1.3865,0.0832,0.0,0.0229,0.0832,0.0,1.0,0.0,0.4128
2.5266,2.5185,2.5289,2.5491,8.5,8.6719,0.0597,74.4683,66.612,0.1426,5.8053,1.3274,1.3528,1.3752,2.528,1.4298,22.0966,1.4298,1.3752,1.4298,0.0831,0.0,0.0202,0.0831,0.0,1.0,0.0,0.4302
2.5281,2.5223,2.5306,2.5511,8.5,8.6719,0.0572,75.0574,60.7437,0.1376,5.8042,1.3377,1.3508,1.4101,2.5307,1.5058,22.2877,1.5058,1.4101,1.5058,0.0816,0.0,0.0267,0.0816,0.0,1.0,0.0108,0.3813
2.5302,2.5315,2.5386,2.5543,8.5,8.6719,0.0574,75.9545,56.3554,0.1315,5.8436,1.3433,1.3527,1.4287,2.5377,1.5509,22.5813,1.5509,1.4287,1.5509,0.0778,0.0,0.0295,0.0778,0.0,1.0,0.0544,0.3446
2.5364,2.5415,2.5494,2.5563,8.5,8.6719,0.06,77.1242,55.814,0.1278,5.8962,1.3498,1.3647,1.3891,2.5461,1.454,22.8748,1.454,1.3891,1.454,0.0732,0.0,0.0253,0.0732,0.0,1.0,0.0727,0.3401
2.5458,2.5477,2.5572,2.5549,8.5,8.6719,0.0636,78.3205,56.2687,0.1316,5.9358,1.3659,1.3737,1.3248,2.5513,1.2841,23.1678,1.2841,1.3248,1.2841,0.0703,0.0,0.022,0.0703,0.0,1.0,0.0776,0.3439
2.5518,2.5468,2.5588,2.5497,8.5,8.6719,0.0652,79.5242,57.4192,0.1453,5.9597,1.3604,1.3807,1.322,2.5506,1.251,23.1132,1.251,1.322,1.251,0.0707,0.0,0.0209,0.0707,0.0,1.0,0.067,0.3534
2.5495,2.5405,2.5556,2.5415,8.5,8.625,0.0625,79.7508,64.429,0.1677,6.0023,1.3337,1.3754,1.3368,2.5448,1.3057,23.0585,1.3057,1.3368,1.3057,0.0739,0.0,0.0159,0.0739,0.0,1.0,0.0068,0.4116
2.5444,2.5353,2.5531,2.5366,8.5,8.625,0.0566,79.693,83.4313,0.1839,6.1095,1.3132,1.3741,1.3543,2.5405,1.3591,23.0036,1.3591,1.3543,1.3591,0.0762,0.0,0.0058,0.0762,0.0,1.0,0.0,0.57
2.5437,2.537,2.5567,2.5401,8.5,8.625,0.0526,79.3601,102.2324,0.1868,6.255,1.3335,1.3903,1.3524,2.5433,1.3003,22.7813,1.3003,1.3524,1.3003,0.0747,0.0,0.0019,0.0747,0.0,1.0,0.0,0.7269
2.5477,2.5462,2.5667,2.5516,8.5,8.625,0.0541,79.0355,104.6795,0.17,6.3568,1.3926,1.4267,1.3403,2.5529,1.1975,22.5589,1.1975,1.3403,1.1975,0.0695,0.0,0.0013,0.0695,0.0,1.0,0.0,0.7475
2.5507,2.558,2.577,2.5637,8.5,8.6484,0.059,78.6344,93.058,0.1442,6.3534,1.4427,1.4397,1.4469,2.5625,1.373,22.3369,1.373,1.4469,1.373,0.0642,0.0,0.0021,0.0642,0.0,1.0,0.0,0.6508
2.5496,2.5656,2.5793,2.5689,8.5,8.6719,0.0626,78.0598,71.6774,0.1215,6.2568,1.4876,1.4576,1.6105,2.5659,1.7494,22.2645,1.7494,1.6105,1.7494,0.0624,0.0,0.0066,0.0624,0.0,1.0,0.0,0.4726
2.5503,2.5681,2.5741,2.5694,8.5,8.6719,0.0636,77.6094,54.9338,0.1119,6.1497,1.5631,1.4837,1.7034,2.5649,1.9755,22.192,1.9755,1.7034,1.9755,0.0629,0.0,0.0176,0.0629,0.0,1.0,0.1125,0.3329
2.5579,2.5711,2.5681,2.5697,8.5,8.6719,0.0643,77.2204,48.1263,0.1135,6.0897,1.5848,1.4999,1.733,2.565,2.0184,22.1195,2.0184,1.733,2.0184,0.0628,0.0,0.026,0.0628,0.0,1.0,0.1796,0.2761
